Opportunity;Name;Link;Criteria;Industrial segment;Segment tags;Stage;Geography;Funding Amount;Deadline;Quick info;CVR at application;CVR at programme start;KU support unit;KU faculty focus;KU contact email;KU contact hint;KU support page;Fund contact email
Soft Funding;Villum Foundation and VELUX Group;https://villumfonden.dk/;Sustainable building technology, daylight research, indoor climate, biophilic design;Physics & Materials, Cleantech & Energy;Cleantech, Sustainability, Materials Science;Exploratory innovation;DK;DKK 1M–10M (2–4 years);Rolling;Joint Villum Foundation–VELUX Group programme (separate from Villum's wider grant portfolio). Collaborative research funding for sustainable building technology, daylight, indoor climate, and biophilic design. VELUX contribution qualifies as co-financing for Innobooster or EUDP.;Yes;Yes;—;;;;;
Soft Funding;Vissing Fonden;https://www.vissingfonden.dk/;"DK energy/climate startup with CVR; active university affiliation; university endorsement required";Cleantech & Energy;Energy, Cleantech, Sustainability;Venture formation;DK;DKK 200K–300K;4x/year (Feb, May, Aug, Nov);Energy and climate startup grants (typically DKK 200K–300K). CVR and Danish bank account required. At UCPH, energy applications are routed via Lighthouse, which provides the required university endorsement before submission. The fund also runs medical research and children/youth pools — those are not KU Lighthouse support routes.;Yes;Yes;Lighthouse;;lighthouse@ku.dk;KU Lighthouse (energy/climate startups only);;
Student Entrepreneurship;Copenhagen Health Innovation (CHI);https://copenhagenhealthinnovation.dk/;Students + educators matched with Region H clinics/cases;Life Sciences;Health;Venture formation;DK;No direct funding;Rolling;Partnership platform (since 2016) connecting students and educators from Copenhagen-area universities/UCCs with hospitals and care organisations on real health-innovation cases. Education-driven collaboration and entrepreneurship skills — not a startup grant programme.;Any;Any;—;;;;;
Student Entrepreneurship;Fonden for Entreprenørskab;https://ffefonden.dk/;"DK-based students; entrepreneurship education";General;General;Venture formation;DK;"Varies (programmes; Mikrolegat listed separately)";Rolling;"National foundation for entrepreneurship education in schools and higher education; runs programmes, teacher resources, and student entrepreneurship activities across Denmark.";Any;Any;Lighthouse;;lighthouse@ku.dk;KU Lighthouse;;
Student Entrepreneurship;ITU Business Development;https://itu.dk;"DK-based ITU students; tech startups";General, Tech & AI;Tech, General;Venture formation;DK;Varies;Rolling;IT University of Copenhagen startup programme: co-founder matching, 3-month idea pipeline, and 6-month incubation with mentorship for ITU students.;Any;Any;—;;;;;
Student Entrepreneurship;NOVI Legatet;https://novi.dk;"DK-based students; innovation/entrepreneurship";General;General;Venture formation;DK;Varies;Annual (varies);Annual student innovation grant at NOVI science park (North Jutland) supporting entrepreneurship projects by students. Helps student teams test and develop early business ideas.;Any;Any;—;;;;;
Student Entrepreneurship;Novo Nordisk Foundation Fellowship Program Biomedical Design;https://novonordiskfonden.dk;"DK-based PhD students; biomedical design focus";Life Sciences;Health, Biotech;Exploratory innovation;DK;DKK 500K–2M;Annual (varies);"Fellowship for Danish PhD students in biomedical design; funding and structured training to translate research into health solutions.";Any;Any;—;;;;;
Student Entrepreneurship;ORB;https://orb.dk;"DK-based students; tech/innovation";General, Tech & AI;Tech, General;Venture formation;DK;Varies;Rolling;Student entrepreneurship organisation (Odense/Aarhus region) supporting young founders with events, mentoring, and innovation activities.;Any;Any;—;;;;;
Student Entrepreneurship;Start Up Factory;https://ingenioer.au.dk/uddannelser/startup-factory-au-engineering/;"AU Engineering students; early-stage ventures";Tech & AI;Tech, Engineering;Venture formation;DK;"Programme support (varies; education programme)";Rolling;Aarhus University Engineering Startup Factory — student entrepreneurship programme helping engineering students launch early-stage ventures.;Any;Any;—;;;;;
Student Entrepreneurship;Startup Station;https://startupstation.dk;"DK-based students; tech/innovation";General, Tech & AI;Tech, General;Venture formation;DK;Varies;Rolling;Student innovation hub providing workspace, workshops, and mentoring for tech-oriented student founders in Denmark.;Any;Any;—;;;;;
Student Entrepreneurship;Station;https://station.dk;"DK-based students; tech/design";Tech & AI, Creative & Media;Tech, Design;Venture formation;DK;Varies;Rolling;Copenhagen student innovation hub (tech/design) with co-working, programmes, and community for young founders.;Any;Any;—;;;;;
Student Entrepreneurship;Synapse;https://synapse.dk;"DK-based students; health/biotech innovation";Life Sciences;Health, Biotech;Venture formation;DK;Varies;Rolling;Student health/biotech innovation community connecting Danish students with life science entrepreneurship programmes and mentors.;Any;Any;—;;;;;
Student Entrepreneurship;UCN Next Step;https://ucn.dk;"DK-based students; entrepreneurship focus";General;General;Venture formation;DK;Varies;Rolling;University College Nordjylland entrepreneurship programme for students developing business ideas and early ventures.;Any;Any;—;;;;;
Incubator/Accelerator;BII AI Lab;https://bii.dk/programs/ai-lab/;"Early-stage AI startup with a clear product hypothesis, a relevant industry application, and potential to build a venture-scale company; technically strong founders with deep domain knowledge";Deep Tech, Tech & AI;AI, Tech, Deep Tech;Venture formation;DK;"Programme benefits worth more than DKK 1M; may qualify for pre-seed investment via the AI Fund";Rolling applications, assessed every 10 weeks;12-month venture-building programme across three tracks: AI/Industry, AI/Tech and AI/Deep Tech. Provides tailored venture building, technical infrastructure, industry partners for validating use cases, investor connections and an alumni network.;Any;Yes;Lighthouse;;lighthouse@ku.dk;KU Lighthouse;;
Investment Fund;Scaleup Europe Fund;https://eic.ec.europa.eu/eic-fund/scaleup-europe-fund_en;Late-stage/growth companies located in (or relocating to) an EU Member State or a country associated with Horizon Europe Pillar III, developing strategic technologies and raising very large rounds. No open call — the fund manager sources deals;Life Sciences, Quantum, Deep Tech, Tech & AI, Cleantech & Energy;Deep Tech, Tech, Biotech, Health, Cleantech, Quantum Tech, AI, Energy;Growth/scale;EU;Equity in rounds of ~EUR 100M and above (fund targets ~EUR 5bn);"No application route; first investments expected autumn 2026";"EU late-stage growth equity fund under the EIC Fund umbrella, managed by EQT, with the European Commission, Novo Holdings, EIFO and others as founding investors. There is no application process — EQT sources deals directly. Far beyond researcher or early-founder stage; listed for ecosystem awareness. Watch scaleupeuropefund.eu for updates.";Yes;Yes;—;;;;;
Soft Funding;Alexander Foss' Industrifond;https://www.danskindustri.dk/om-di/hvad-er-di/di-fonde/alexander-foss/;"Danish entrepreneurs; early phase; novel physical product";General, Tech & AI, Manufacturing & Industry;General, Tech, Manufacturing, Engineering;Commercial validation;DK;Typically DKK 50K–100K per grant;Annual — 1 September 2026;"DI-administered foundation (founded 1919) granting stipends to entrepreneurs building technologically innovative physical products. Software-only solutions excluded; not open if you have already raised more than DKK 500K (Innofounder-type soft funding does not count). Funds prototype development, tooling, testing and components. Does not fund patent costs, the founders' own salary, travel or study stays, general operating costs, or expenses already incurred. An optional video pitch can be attached; five to seven grants per year in recent rounds.";Any;Any;—;;;;;
Scholarship;Reinholdt W. Jorck og Hustrus Fond;https://www.danskindustri.dk/om-di/hvad-er-di/di-fonde/reinholdt/;"Students, graduates or PhDs; 3+ months study/research abroad";General, Social Impact;General, Education, Research;All stages;DK, International;"Varies (study/research stay scholarship; amount not published)";"Annual — 1 August to 15 September; recipients notified mid-December";"Study- and research-abroad scholarship, not innovation or venture funding. Covers a stay abroad of at least 3 months — part of an ongoing degree, a full degree, or a research stay. Open to technical, commercial, legal, social science or medical fields; grade average of at least 8 and a strong recommendation from a supervisor, professor or recognised expert required. DI does not administer the fund itself; it prioritises and nominates applicants within the technical field. Applications go through the fund's own electronic form.";No;No;—;;;;;
Soft Funding;Karl Pedersen og Hustrus Industrifond;https://www.danskindustri.dk/om-di/hvad-er-di/di-fonde/karl-pedersen/;"Export-strengthening projects; novel; Denmark; company–university partnerships preferred";General, Tech & AI, Manufacturing & Industry;General, Tech, Manufacturing, Industry;Growth/scale;DK;"Varies (project grants; budget template provided by the fund)";Annual window — 15 August to 30 September 2026;DI-administered foundation funding projects that strengthen Danish exports, across three priority areas: new export tools for SMEs, production technology developed jointly by companies and knowledge institutions, and strengthening Danish students' innovation and export skills. Partnerships that do not normally collaborate — e.g. companies with universities, business academies or other knowledge organisations — are explicitly prioritised, which makes this the most KU-relevant of the DI funds. Does not fund single-company profit projects, travel or study stays, or costs already incurred.;Any;Any;—;;;;;
